date,mean_total_daily_precip_ukl,mean_total_daily_precip_williamson,mean_total_daily_precip_sprague
2021-01-26,0.289,0.293,0.14
2021-01-27,0.107,0.146,0.096
2021-01-28,0.221,0.159,0.12
2021-01-29,0.016,0.017,0.016
2021-01-30,0.062,0.043,0.004
2021-01-31,0.091,0.103,0
2021-02-01,0.137,0.132,0.083
2021-02-02,0.171,0.099,0.099
2021-02-03,0.311,0.201,0.09
2021-02-04,0.034,0.062,0.044
2021-02-05,0,0,0.004
2021-02-06,0.006,0,0
2021-02-07,0.003,0,0.004
2021-02-08,0,0.016,0.001
2021-02-09,0,0,0
2021-02-10,0,0,0.007
2021-02-11,0.305,0.223,0.209
2021-02-12,0.493,0.263,0.18
2021-02-13,0.585,0.333,0.177
2021-02-14,0.512,0.294,0.23
2021-02-15,0.542,0.302,0.135
2021-02-16,0.211,0.02,0
2021-02-17,0,0,0
2021-02-18,0.888,0.75,0.436
2021-02-19,0.308,0.203,0.123
2021-02-20,0.103,0.026,0.008
2021-02-21,0.007,0.005,0.018
2021-02-22,0.036,0.012,0
2021-02-23,0,0,0
2021-02-24,0.004,0,0
2021-02-25,0.029,0.039,0.013
2021-02-26,0.259,0.152,0.019
2021-02-27,0.079,0.004,0.008
2021-02-28,0.014,0,0.006
2021-03-01,0,0,0
2021-03-02,0.014,0,0
2021-03-03,0,0,0
2021-03-04,0.001,0.018,0.009
2021-03-05,0.105,0.068,0.012
2021-03-06,0.077,0.037,0.026
2021-03-07,0.016,0.009,0.009
2021-03-08,0.066,0.081,0.068
2021-03-09,0.075,0.109,0.054
2021-03-10,0.202,0.117,0.109
2021-03-11,0,0,0.003
2021-03-12,0.012,0.024,0.033
2021-03-13,0,0.002,0.012
2021-03-14,0.19,0.169,0.181
2021-03-15,0.037,0.011,0.081
2021-03-16,0.008,0.004,0.017
2021-03-17,0.027,0.026,0.038
2021-03-18,0.097,0.079,0.113
2021-03-19,0.045,0.02,0.054
2021-03-20,0.103,0.047,0.007
2021-03-21,0.045,0.031,0.005
2021-03-22,0.253,0.101,0.045
2021-03-23,0.009,0.002,0.004
2021-03-24,0.124,0.07,0.038
2021-03-25,0.08,0.008,0
2021-03-26,0.013,0,0
2021-03-27,0,0,0
2021-03-28,0.008,0.002,0
2021-03-29,0,0,0
2021-03-30,0,0,0
2021-03-31,0,0,0
2021-04-01,0,0,0
2021-04-02,0,0,0
2021-04-03,0,0,0
2021-04-04,0,0,0
2021-04-05,0,0,0
2021-04-06,0,0,0
2021-04-07,0,0,0
2021-04-08,0,0,0
2021-04-09,0,0,0
2021-04-10,0,0,0
2021-04-11,0,0,0
2021-04-12,0,0,0
2021-04-13,0,0.011,0.025
2021-04-14,0,0,0
2021-04-15,0.01,0,0
2021-04-16,0,0,0
2021-04-17,0,0,0
2021-04-18,0,0,0
2021-04-19,0,0.001,0
2021-04-20,0.023,0.001,0.011
2021-04-21,0,0,0
2021-04-22,0,0.001,0.01
2021-04-23,0.035,0.038,0.062
2021-04-24,0.137,0.085,0.322
2021-04-25,0.294,0.219,0.322
2021-04-26,0.05,0.036,0.062
2021-04-27,0.016,0,0.002
2021-04-28,0,0,0
2021-04-29,0,0,0
2021-04-30,0,0.005,0
2021-05-01,0.012,0.027,0.031
2021-05-02,0,0,0
2021-05-03,0.009,0.003,0.005
2021-05-04,0,0,0
2021-05-05,0,0,0
2021-05-06,0,0,0
2021-05-07,0,0,0
2021-05-08,0.009,0,0.005
2021-05-09,0.009,0,0
2021-05-10,0.018,0,0
2021-05-11,0.009,0,0
2021-05-12,0,0,0
2021-05-13,0,0.003,0
2021-05-14,0.013,0.135,0.005
2021-05-15,0,0,0
2021-05-16,0,0,0
2021-05-17,0,0,0
2021-05-18,0.002,0,0
2021-05-19,0.042,0.009,0.052
2021-05-20,0.069,0.025,0.059
2021-05-21,0.033,0.044,0.086
2021-05-22,0.004,0.037,0.092
2021-05-23,0,0,0
2021-05-24,0.008,0.029,0.024
2021-05-25,0.04,0.034,0.01
2021-05-26,0,0.006,0.002
2021-05-27,0.008,0.004,0
2021-05-28,0,0,0
2021-05-29,0,0,0
2021-05-30,0,0,0
2021-05-31,0,0,0
2021-06-01,0,0,0
2021-06-02,0,0.01,0.001
2021-06-03,0,0,0
2021-06-04,0.005,0,0
2021-06-05,0.006,0,0
2021-06-06,0.007,0,0
2021-06-07,0,0,0
2021-06-08,0.022,0.024,0.003
2021-06-09,0.06,0.056,0.071
2021-06-10,0.001,0.022,0.002
2021-06-11,0.364,0.341,0.091
2021-06-12,0,0,0
2021-06-13,0.009,0.007,0
2021-06-14,0.025,0.047,0.001
2021-06-15,0,0.002,0
2021-06-16,0,0,0
2021-06-17,0,0,0
2021-06-18,0,0,0
2021-06-19,0,0,0
2021-06-20,0,0,0
2021-06-21,0,0.035,0.014
2021-06-22,0.003,0.041,0.081
2021-06-23,0,0,0
2021-06-24,0.013,0.002,0.003
2021-06-25,0,0,0
2021-06-26,0,0,0
2021-06-27,0,0,0
2021-06-28,0,0,0
2021-06-29,0,0,0
2021-06-30,0,0,0
2021-07-01,0.004,0,0
2021-07-02,0,0,0
2021-07-03,0,0,0
2021-07-04,0,0,0
2021-07-05,0,0,0
2021-07-06,0,0,0
2021-07-07,0,0,0
2021-07-08,0,0,0
2021-07-09,0,0,0
2021-07-10,0,0,0
2021-07-11,0.009,0,0
2021-07-12,0.025,0,0
2021-07-13,0,0,0
2021-07-14,0.003,0,0
2021-07-15,0,0,0
2021-07-16,0,0,0
2021-07-17,0,0,0
2021-07-18,0,0,0
2021-07-19,0,0,0
2021-07-20,0,0,0.001
2021-07-21,0,0,0
2021-07-22,0,0,0.002
2021-07-23,0,0,0
2021-07-24,0,0,0
2021-07-25,0,0,0
2021-07-26,0.004,0.01,0.008
2021-07-27,0.216,0.319,0.211
2021-07-28,0,0,0.002
2021-07-29,0.082,0.05,0.016
2021-07-30,0,0,0.007
2021-07-31,0.03,0.006,0.036
2021-08-01,0,0.005,0
2021-08-02,0,0,0
2021-08-03,0,0,0
2021-08-04,0,0,0
2021-08-05,0,0.006,0
2021-08-06,0,0,0
2021-08-07,0,0,0
2021-08-08,0,0,0
2021-08-09,0,0,0
2021-08-10,0,0,0
2021-08-11,0,0,0
2021-08-12,0,0,0
2021-08-13,0,0,0
2021-08-14,0,0,0
2021-08-15,0,0,0
2021-08-16,0.014,0,0
2021-08-17,0.022,0.004,0.004
2021-08-18,0,0.003,0
2021-08-19,0,0,0
2021-08-20,0,0,0
2021-08-21,0,0,0
2021-08-22,0,0,0
2021-08-23,0,0,0
2021-08-24,0,0,0
2021-08-25,0,0,0
2021-08-26,0,0,0
2021-08-27,0,0,0
2021-08-28,0,0,0
2021-08-29,0,0,0
2021-08-30,0,0,0
2021-08-31,0,0,0
2021-09-01,0,0,0
2021-09-02,0,0,0
2021-09-03,0,0,0
2021-09-04,0,0,0
2021-09-05,0,0,0
2021-09-06,0,0,0
2021-09-07,0,0,0
2021-09-08,0.001,0,0.005
2021-09-09,0.218,0.149,0.119
2021-09-10,0.324,0.435,0.484
2021-09-11,0,0,0
2021-09-12,0,0,0
2021-09-13,0,0,0
2021-09-14,0,0,0
2021-09-15,0,0,0
2021-09-16,0,0,0
2021-09-17,0.014,0.011,0
2021-09-18,0.386,0.325,0.301
2021-09-19,0.184,0.06,0.003
2021-09-20,0.017,0,0.001
2021-09-21,0,0,0
2021-09-22,0,0,0
2021-09-23,0,0,0
2021-09-24,0,0,0
2021-09-25,0,0,0
2021-09-26,0,0.001,0
2021-09-27,0.426,0.339,0.355
2021-09-28,0.065,0.018,0.007
2021-09-29,0.026,0.013,0.002
2021-09-30,0,0.018,0.001
2021-10-01,0,0,0
2021-10-02,0,0,0
2021-10-03,0,0,0
2021-10-04,0,0,0
2021-10-05,0.043,0.004,0.006
2021-10-06,0.009,0,0
2021-10-07,0,0.012,0.018
2021-10-08,0,0,0.004
2021-10-09,0,0,0
2021-10-10,0.057,0.01,0.005
2021-10-11,0.031,0,0
2021-10-12,0.045,0.023,0.015
2021-10-13,0.034,0.003,0
2021-10-14,0,0,0
2021-10-15,0,0,0.007
2021-10-16,0,0,0
2021-10-17,0.132,0.082,0.049
2021-10-18,0.028,0.001,0.024
2021-10-19,0.079,0.031,0.02
2021-10-20,0.105,0.149,0.057
2021-10-21,0.792,0.539,0.247
2021-10-22,0.468,0.456,0.75
2021-10-23,0.552,0.304,0.252
2021-10-24,0.525,0.651,1.04
2021-10-25,0.179,0.098,0.157
2021-10-26,0.196,0.148,0.057
2021-10-27,0.05,0.008,0.01
2021-10-28,0,0,0
2021-10-29,0.002,0.009,0
2021-10-30,0.233,0.153,0.115
2021-10-31,0.065,0.035,0.006
2021-11-01,0.614,0.551,0.486
2021-11-02,0.014,0,0
2021-11-03,0.075,0.041,0.001
2021-11-04,0.207,0.218,0.077
2021-11-05,0.213,0.213,0.223
2021-11-06,0.167,0.098,0.015
2021-11-07,0,0,0
2021-11-08,0.45,0.319,0.205
2021-11-09,0.421,0.427,0.344
2021-11-10,0.562,0.649,0.307
2021-11-11,0.045,0.088,0.003
2021-11-12,0.026,0.004,0
2021-11-13,0,0,0
2021-11-14,0,0,0
2021-11-15,0.162,0.033,0.013
2021-11-16,0.002,0,0
2021-11-17,0.01,0.038,0.023
2021-11-18,0.105,0.101,0.046
2021-11-19,0.045,0.001,0.005
2021-11-20,0.003,0,0
2021-11-21,0.011,0.001,0.001
2021-11-22,0.019,0.008,0
2021-11-23,0.066,0.037,0
2021-11-24,0.034,0.007,0.008
2021-11-25,0.012,0.009,0.004
2021-11-26,0.088,0.029,0.009
2021-11-27,0.01,0,0
2021-11-28,0,0,0
2021-11-29,0,0,0
2021-11-30,0,0,0
2021-12-01,0,0,0
2021-12-02,0,0,0
2021-12-03,0,0,0
2021-12-04,0,0,0
2021-12-05,0,0,0.008
2021-12-06,0.04,0.065,0.023
2021-12-07,0.008,0,0
2021-12-08,0.005,0.001,0
2021-12-09,0.041,0.012,0.001
2021-12-10,0.024,0.004,0
2021-12-11,0.54,0.686,0.388
2021-12-12,0.405,0.362,0.174
2021-12-13,0.455,0.422,0.412
2021-12-14,0.045,0.004,0.038
2021-12-15,0.737,0.827,0.626
2021-12-16,0.169,0.029,0.021
2021-12-17,0,0,0
2021-12-18,0.15,0.088,0.04
2021-12-19,0.092,0.104,0.012
2021-12-20,0,0,0
2021-12-21,0.021,0.05,0.018
2021-12-22,0.524,0.368,0.355
2021-12-23,0.392,0.205,0.295
2021-12-24,0.667,0.539,0.284
2021-12-25,0.385,0.231,0.182
2021-12-26,0.873,0.541,0.554
2021-12-27,0.294,0.131,0.144
2021-12-28,0.241,0.147,0.157
2021-12-29,0.092,0.005,0.019
2021-12-30,0.182,0.038,0.034
2021-12-31,0.167,0.002,0.001
2022-01-01,0.012,0.004,0
2022-01-02,0.002,0.083,0.072
2022-01-03,1.03,0.825,0.405
2022-01-04,0.812,0.598,0.361
2022-01-05,0.446,0.233,0.088
2022-01-06,0.208,0.127,0.052
2022-01-07,0.285,0.175,0.149
2022-01-08,0.002,0,0
2022-01-09,0,0.003,0.016
2022-01-10,0.033,0.026,0
2022-01-11,0.01,0,0
2022-01-12,0,0,0
2022-01-13,0.009,0.005,0
2022-01-14,0,0,0
2022-01-15,0,0,0
2022-01-16,0,0,0
2022-01-17,0,0,0
2022-01-18,0.001,0,0
2022-01-19,0.001,0,0
2022-01-20,0.004,0,0
2022-01-21,0,0,0
2022-01-22,0,0,0
2022-01-23,0,0,0
2022-01-24,0,0,0
2022-01-25,0.003,0,0
2022-01-26,0,0,0.006
2022-01-27,0.001,0,0
2022-01-28,0,0,0
2022-01-29,0,0,0
2022-01-30,0.025,0.017,0
2022-01-31,0,0.001,0
2022-02-01,0.006,0,0
2022-02-02,0.038,0,0
2022-02-03,0.009,0,0
2022-02-04,0.009,0,0
2022-02-05,0,0,0
2022-02-06,0.009,0,0
2022-02-07,0,0,0
2022-02-08,0,0.016,0
2022-02-09,0,0,0
2022-02-10,0,0,0
2022-02-11,0,0,0
2022-02-12,0,0,0
2022-02-13,0,0,0
2022-02-14,0.157,0.051,0.037
2022-02-15,0.017,0,0
2022-02-16,0.01,0,0
2022-02-17,0.021,0.01,0
2022-02-18,0,0,0
2022-02-19,0,0,0
2022-02-20,0.055,0.048,0
2022-02-21,0.307,0.1,0.135
2022-02-22,0,0,0.011
2022-02-23,0.01,0,0
2022-02-24,0.009,0.001,0
2022-02-25,0.056,0.043,0.013
2022-02-26,0.128,0.136,0.053
2022-02-27,0.04,0.055,0.023
2022-02-28,0.002,0.014,0
2022-03-01,0.006,0.043,0.022
2022-03-02,0.012,0.023,0.003
2022-03-03,0.054,0.008,0.042
2022-03-04,0.013,0.003,0
2022-03-05,0,0.008,0.01
2022-03-06,0,0,0
2022-03-07,0,0.002,0.007
2022-03-08,0,0,0
2022-03-09,0.035,0.027,0.025
2022-03-10,0,0.024,0.003
2022-03-11,0.01,0.012,0.017
2022-03-12,0.287,0.21,0.099
2022-03-13,0.084,0.059,0.043
2022-03-14,0.184,0.12,0.073
2022-03-15,0.335,0.184,0.149
2022-03-16,0,0,0
2022-03-17,0,0,0
2022-03-18,0.014,0,0.015
2022-03-19,0.182,0.027,0.095
2022-03-20,0.02,0.035,0.019
2022-03-21,0.058,0.026,0.002
2022-03-22,0,0,0
2022-03-23,0,0,0
2022-03-24,0,0,0
2022-03-25,0,0,0
2022-03-26,0,0,0
2022-03-27,0,0,0
2022-03-28,0.064,0.004,0
2022-03-29,0,0,0
2022-03-30,0,0,0
2022-03-31,0,0,0
2022-04-01,0,0,0
2022-04-02,0,0,0
2022-04-03,0.049,0.028,0.015
2022-04-04,0.929,0.586,0.362
2022-04-05,0.053,0.003,0.008
2022-04-06,0.015,0.004,0
2022-04-07,0,0,0
2022-04-08,0,0,0
2022-04-09,0,0,0.006
2022-04-10,0.417,0.284,0.152
2022-04-11,0.657,0.349,0.255
2022-04-12,0.416,0.332,0.152
2022-04-13,0.624,0.423,0.445
2022-04-14,0.061,0.04,0.04
2022-04-15,0.224,0.159,0.195
2022-04-16,0.21,0.221,0.307
2022-04-17,0.031,0.043,0.015
2022-04-18,0.21,0.12,0.264
2022-04-19,0.165,0.133,0.125
2022-04-20,0.282,0.384,0.263
2022-04-21,0.111,0.07,0.149
2022-04-22,0.009,0.022,0.065
2022-04-23,0,0,0
2022-04-24,0.009,0,0
2022-04-25,0,0,0
2022-04-26,0,0,0
2022-04-27,0.006,0.002,0.014
2022-04-28,0.133,0.038,0.083
2022-04-29,0.097,0.036,0.033
2022-04-30,0.199,0.095,0.132
2022-05-01,0.019,0.008,0.005
2022-05-02,0.246,0.078,0.126
2022-05-03,0.033,0.023,0
2022-05-04,0.035,0.022,0.005
2022-05-05,0.456,0.401,0.326
2022-05-06,0.247,0.216,0.201
2022-05-07,0.273,0.165,0.098
2022-05-08,0.267,0.127,0.114
2022-05-09,0.142,0.114,0.102
2022-05-10,0.165,0.191,0.187
2022-05-11,0.031,0.04,0.003
2022-05-12,0.139,0.117,0.029
2022-05-13,0.081,0.082,0.006
2022-05-14,0.029,0.026,0
2022-05-15,0,0,0
2022-05-16,0,0,0
2022-05-17,0.011,0,0
2022-05-18,0,0.008,0.009
2022-05-19,0,0.001,0
2022-05-20,0,0,0
2022-05-21,0.011,0,0
2022-05-22,0,0,0
2022-05-23,0,0,0
2022-05-24,0,0,0
2022-05-25,0,0,0
2022-05-26,0,0,0
2022-05-27,0.056,0.038,0.045
2022-05-28,0.332,0.299,0.229
2022-05-29,0.173,0.045,0.001
2022-05-30,0.021,0.002,0.004
2022-05-31,0,0,0
2022-06-01,0,0,0
2022-06-02,0.009,0.008,0.017
2022-06-03,0.153,0.256,0.207
2022-06-04,0.62,0.568,0.37
2022-06-05,0.092,0.14,0.097
2022-06-06,0,0,0
2022-06-07,0.061,0.021,0.037
2022-06-08,0,0,0.021
2022-06-09,0,0.001,0
2022-06-10,0.023,0.014,0
2022-06-11,0.112,0.076,0.039
2022-06-12,0.329,0.189,0.313
2022-06-13,0.018,0.022,0
2022-06-14,0,0,0.002
2022-06-15,0,0.001,0
2022-06-16,0.012,0.001,0
2022-06-17,0.073,0.145,0.016
2022-06-18,0.005,0.026,0.074
2022-06-19,0,0,0.005
2022-06-20,0,0,0
2022-06-21,0,0,0
2022-06-22,0,0,0
2022-06-23,0,0,0
2022-06-24,0,0,0
2022-06-25,0,0,0
2022-06-26,0,0,0
2022-06-27,0,0,0
2022-06-28,0.008,0,0
2022-06-29,0,0,0
2022-06-30,0,0,0
2022-07-01,0,0,0
2022-07-02,0.105,0.089,0.018
2022-07-03,0.023,0.032,0.021
2022-07-04,0.129,0.078,0.039
2022-07-05,0.011,0.035,0
2022-07-06,0,0,0
2022-07-07,0,0,0
2022-07-08,0,0,0
2022-07-09,0,0,0
2022-07-10,0,0,0
2022-07-11,0,0,0
2022-07-12,0,0,0
2022-07-13,0.001,0,0
2022-07-14,0,0.001,0
2022-07-15,0,0,0
2022-07-16,0,0,0
2022-07-17,0,0,0
2022-07-18,0,0,0
2022-07-19,0,0,0
2022-07-20,0,0,0
2022-07-21,0,0,0
2022-07-22,0,0,0
2022-07-23,0,0,0
2022-07-24,0,0,0
2022-07-25,0,0,0
2022-07-26,0,0,0
2022-07-27,0,0,0
2022-07-28,0.008,0,0
2022-07-29,0,0,0
2022-07-30,0,0,0
2022-07-31,0.028,0.013,0.002
2022-08-01,0.165,0.187,0.183
2022-08-02,0.134,0.15,0.113
2022-08-03,0.002,0,0
2022-08-04,0,0,0
2022-08-05,0,0,0.009
2022-08-06,0,0,0.009
2022-08-07,0,0.034,0.006
2022-08-08,0.009,0.01,0.008
2022-08-09,0,0.011,0.034
2022-08-10,0.012,0.003,0
2022-08-11,0,0,0
2022-08-12,0,0,0
2022-08-13,0,0,0
2022-08-14,0,0,0
2022-08-15,0,0,0
2022-08-16,0,0,0
2022-08-17,0.014,0.031,0.013
2022-08-18,0,0.006,0.002
2022-08-19,0,0,0
2022-08-20,0,0,0
2022-08-21,0,0,0
2022-08-22,0,0,0
2022-08-23,0.025,0,0
2022-08-24,0,0,0
2022-08-25,0,0,0
2022-08-26,0,0.006,0.009
2022-08-27,0,0,0
2022-08-28,0,0,0
2022-08-29,0,0,0
2022-08-30,0,0,0
2022-08-31,0,0,0
2022-09-01,0,0,0
2022-09-02,0,0,0
2022-09-03,0,0.001,0
2022-09-04,0,0,0
2022-09-05,0,0,0
2022-09-06,0,0,0
2022-09-07,0,0,0
2022-09-08,0,0.005,0.007
2022-09-09,0,0,0
2022-09-10,0,0,0
2022-09-11,0.006,0,0.001
2022-09-12,0.016,0.014,0
2022-09-13,0.006,0,0.006
2022-09-14,0,0,0
2022-09-15,0,0,0
2022-09-16,0,0,0
2022-09-17,0.145,0.103,0.022
2022-09-18,0.026,0.001,0
2022-09-19,0.415,0.198,0.274
2022-09-20,0.228,0.17,0.208
2022-09-21,0.096,0.11,0.075
2022-09-22,0,0,0
2022-09-23,0.026,0,0.005
2022-09-24,0,0,0
2022-09-25,0,0,0
2022-09-26,0,0,0
2022-09-27,0,0,0
2022-09-28,0.007,0.007,0
2022-09-29,0,0,0
2022-09-30,0.022,0.03,0.009
2022-10-01,0,0,0
2022-10-02,0,0,0
2022-10-03,0,0,0
2022-10-04,0,0,0
2022-10-05,0,0,0
2022-10-06,0.002,0,0
2022-10-07,0,0,0
2022-10-08,0,0,0
2022-10-09,0,0,0
2022-10-10,0.002,0,0
2022-10-11,0,0,0
2022-10-12,0,0,0
2022-10-13,0,0,0
2022-10-14,0.002,0,0
2022-10-15,0,0,0
2022-10-16,0,0,0
2022-10-17,0.003,0,0
2022-10-18,0,0,0
2022-10-19,0,0,0
2022-10-20,0.011,0,0
2022-10-21,0.333,0.134,0.091
2022-10-22,0.3,0.112,0.099
2022-10-23,0.088,0.007,0.001
2022-10-24,0.261,0.144,0.092
2022-10-25,0.114,0.044,0.002
2022-10-26,0.069,0.012,0.001
2022-10-27,0,0.007,0
2022-10-28,0,0.004,0.001
2022-10-29,0.011,0,0
2022-10-30,0.011,0.002,0.01
2022-10-31,0.024,0.051,0.008
2022-11-01,0.349,0.311,0.289
2022-11-02,0.141,0.068,0.067
2022-11-03,0.091,0.061,0.07
2022-11-04,0.553,0.394,0.169
2022-11-05,0.712,0.337,0.242
2022-11-06,0.555,0.409,0.418
2022-11-07,0.296,0.291,0.204
2022-11-08,0.471,0.342,0.353
2022-11-09,0.027,0.014,0.054
2022-11-10,0,0.015,0.001
2022-11-11,0.132,0.083,0.104
2022-11-12,0.015,0,0.017
2022-11-13,0,0.008,0
2022-11-14,0,0,0
2022-11-15,0,0,0.005
2022-11-16,0,0,0
2022-11-17,0,0,0
2022-11-18,0,0,0
2022-11-19,0.011,0.013,0.003
2022-11-20,0.022,0.023,0.022
2022-11-21,0.01,0,0
2022-11-22,0.08,0.029,0.001
2022-11-23,0,0,0
2022-11-24,0.011,0.004,0.008
2022-11-25,0.005,0,0.004
2022-11-26,0,0,0.006
2022-11-27,0.102,0.076,0.07
2022-11-28,0.193,0.121,0.034
2022-11-29,0.07,0.062,0.026
2022-11-30,0.606,0.405,0.302
2022-12-01,0.297,0.287,0.382
2022-12-02,0.009,0.008,0.017
2022-12-03,0.139,0.133,0.168
2022-12-04,0.223,0.234,0.205
2022-12-05,0.088,0.126,0.154
2022-12-06,0.005,0.002,0
2022-12-07,0.002,0.013,0.023
2022-12-08,0.351,0.231,0.236
2022-12-09,0.337,0.363,0.207
2022-12-10,0.494,0.59,0.555
2022-12-11,0.052,0.039,0.074
2022-12-12,0.003,0.001,0
2022-12-13,0.002,0,0
2022-12-14,0,0,0
2022-12-15,0,0,0
2022-12-16,0,0,0
2022-12-17,0,0,0.005
2022-12-18,0,0,0.008
2022-12-19,0.038,0.083,0.058
2022-12-20,0.336,0.177,0.106
2022-12-21,0.142,0.005,0.006
2022-12-22,0.229,0.139,0.137
2022-12-23,0.129,0.158,0.04
2022-12-24,0.216,0.157,0.049
2022-12-25,0.026,0.006,0
2022-12-26,1.31,0.677,0.453
2022-12-27,0.801,0.823,0.611
2022-12-28,0.281,0.07,0.054
2022-12-29,1.004,0.886,0.646
2022-12-30,1.576,1.094,1.02
2022-12-31,0.074,0.006,0.045
2023-01-01,0,0,0
2023-01-02,0.121,0.06,0.102
2023-01-03,0.079,0.11,0.054
2023-01-04,0.442,0.254,0.215
2023-01-05,0.316,0.142,0.154
2023-01-06,0.007,0.019,0.006
2023-01-07,0.18,0.136,0.057
2023-01-08,0.189,0.126,0.138
2023-01-09,0.347,0.33,0.258
2023-01-10,0.142,0.109,0.092
2023-01-11,0.591,0.519,0.356
2023-01-12,0.049,0.116,0.033
2023-01-13,0.098,0.071,0.1
2023-01-14,0.161,0.043,0.081
2023-01-15,0.048,0.019,0.085
2023-01-16,0,0,0
2023-01-17,0,0.017,0
2023-01-18,0.321,0.118,0.135
2023-01-19,0.002,0,0
2023-01-20,0,0,0
2023-01-21,0.116,0.028,0.023
2023-01-22,0.002,0,0
2023-01-23,0.041,0.016,0.026
2023-01-24,0,0,0
2023-01-25,0,0,0.001
2023-01-26,0.003,0,0
2023-01-27,0.001,0,0
2023-01-28,0,0.001,0
2023-01-29,0,0,0
2023-01-30,0.003,0,0
2023-01-31,0.044,0.021,0.026
2023-02-01,0.011,0.019,0.006
2023-02-02,0,0,0.009
2023-02-03,0,0.018,0
2023-02-04,0.181,0.141,0.087
2023-02-05,0.244,0.116,0.065
2023-02-06,0.012,0,0
2023-02-07,0.052,0.02,0.001
2023-02-08,0.002,0,0
2023-02-09,0,0.002,0.006
2023-02-10,0.059,0.002,0.001
2023-02-11,0,0,0
2023-02-12,0,0,0.006
2023-02-13,0.211,0.194,0.014
2023-02-14,0.203,0.076,0.047
2023-02-15,0.034,0.007,0.012
2023-02-16,0.011,0.016,0.032
