Date,UKL8,UKL19,UKL30,UKL41,UKL52,UKL63,UKL76,UKL85,UKL96,UKL107,WIL18,WIL40,WIL62,WIL84,WIL106,WIL128,WIL150,WIL172,WIL194,WIL216,SPR16,SPR42,SPR66,SPR91,SPR113,SPR145,SPR160,SPR185,SPR216,SPR245
3/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,0,0,0.04,0.02,0,0,0,0,0,0,0.01,0
3/16/2024,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0
3/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/2024,0.08,0.09,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/2024,0,0,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
3/23/2024,0.28,0.3,0.27,0.23,0.23,0.25,0.31,0.29,0.34,0.39,0.16,0.17,0.19,0.22,0.22,0.32,0.39,0.27,0.42,0.29,0.23,0.33,0.25,0.46,0.42,0.26,0.53,0.32,0.16,0.21
3/24/2024,0.36,0.4,0.13,0.25,0.08,0.18,0.1,0.28,0.1,0.05,0.12,0.14,0.11,0.21,0.16,0.1,0.22,0.16,0.16,0.11,0.07,0.23,0.17,0.21,0.2,0.11,0.24,0.09,0.11,0.17
3/25/2024,0.3,0.39,0,0.19,0,0.16,0.07,0.3,0.08,0.02,0.01,0.04,0.02,0.09,0,0,0.06,0,0,0.01,0.03,0.02,0.01,0,0.04,0,0.09,0,0,0
3/26/2024,0.17,0.2,0,0.14,0,0.1,0.03,0.19,0.04,0,0.01,0.03,0,0.06,0,0,0.05,0,0,0,0,0.05,0.03,0.02,0.03,0.01,0.08,0,0.03,0.07
3/27/2024,0.13,0.1,0.02,0.03,0.04,0.03,0.03,0.04,0.02,0.03,0,0.01,0,0.04,0,0,0.01,0,0,0.02,0.02,0.03,0.02,0,0.01,0,0.01,0,0.03,0
3/28/2024,0.81,0.71,0.27,0.47,0.18,0.4,0.31,0.45,0.34,0.2,0.32,0.39,0.28,0.5,0.34,0.2,0.43,0.33,0.14,0.24,0.19,0.39,0.27,0.3,0.32,0.19,0.48,0.17,0.14,0.14
3/29/2024,0.32,0.13,0,0.09,0,0.08,0.04,0.11,0.05,0.05,0.15,0.14,0.07,0.11,0.01,0.01,0.08,0,0.02,0.01,0.06,0.07,0.08,0.04,0.05,0.07,0.08,0.05,0.09,0.16
3/30/2024,0.16,0.27,0.03,0.09,0.03,0.05,0.03,0.11,0.04,0.02,0.02,0.03,0.04,0.06,0.06,0.06,0.09,0.06,0.08,0.04,0.07,0.06,0.05,0.1,0.1,0.04,0.13,0.04,0.07,0.09
3/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0
4/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2024,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0.05,0.02,0,0,0,0,0,0,0,0
4/3/2024,0.07,0.18,0,0.02,0,0.02,0,0.05,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0.06,0,0,0
4/4/2024,0.18,0.13,0.12,0.17,0.04,0.14,0.12,0.18,0.11,0.12,0.12,0.14,0.16,0.18,0.18,0.16,0.23,0.17,0.19,0.1,0.17,0.36,0.31,0.23,0.2,0.27,0.2,0.17,0.29,0.31
4/5/2024,0.09,0,0,0.01,0,0.02,0,0.07,0.01,0.02,0.08,0.07,0.04,0.05,0.02,0.03,0.08,0,0.09,0,0.05,0.13,0.11,0.1,0.07,0.06,0.03,0.06,0.1,0.16
4/6/2024,0.03,0,0,0.02,0,0.03,0,0.08,0,0,0,0.02,0.01,0.03,0,0.01,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0.06
4/7/2024,0.29,0.23,0,0.16,0.02,0.11,0,0.26,0.02,0.05,0.01,0.04,0,0.09,0,0,0.04,0,0,0,0,0.06,0.03,0.01,0.03,0.01,0.04,0.01,0,0
4/8/2024,0.07,0.09,0,0.01,0,0,0,0,0.01,0.01,0,0.01,0.02,0.02,0.01,0.02,0.03,0,0,0,0.04,0.03,0.02,0,0.02,0.01,0.06,0,0.01,0
4/9/2024,0.03,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0,0.01,0.02,0,0,0,0.01,0,0.06,0,0,0
4/10/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2024,0.11,0.11,0.13,0.1,0.03,0.08,0,0.18,0.04,0.05,0.26,0.24,0.17,0.15,0.15,0.07,0.07,0.14,0,0.08,0.02,0.05,0.03,0.03,0.05,0.03,0.08,0,0,0
4/14/2024,0.44,0.43,0.41,0.37,0.42,0.41,0.48,0.48,0.5,0.45,0.51,0.52,0.45,0.47,0.45,0.35,0.35,0.39,0.28,0.41,0.24,0.27,0.19,0.3,0.33,0.17,0.4,0.25,0.06,0.05
4/15/2024,0.15,0.13,0.21,0.16,0.25,0.19,0.24,0.23,0.3,0.49,0.24,0.2,0.27,0.17,0.2,0.38,0.42,0.23,0.49,0.33,0.39,0.6,0.57,0.51,0.46,0.54,0.46,0.48,0.64,0.71
4/16/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2024,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0
4/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/2024,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0
4/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/2024,0.48,0.67,0.07,0.35,0.06,0.24,0.07,0.44,0.1,0.05,0.02,0.14,0.05,0.23,0.11,0.03,0.14,0.07,0,0.06,0.09,0.14,0.13,0.1,0.11,0.08,0.19,0.03,0.15,0.24
4/27/2024,0.69,0.86,0.05,0.51,0,0.35,0.05,0.68,0.11,0.02,0.09,0.19,0.05,0.31,0.09,0.03,0.18,0.08,0.04,0.03,0.02,0.17,0.1,0.15,0.14,0.03,0.22,0,0.02,0.08
4/28/2024,0.12,0.02,0,0.08,0.02,0.07,0.03,0.11,0,0,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
4/29/2024,0.04,0.09,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2024,0.06,0.1,0,0.05,0,0.01,0,0.04,0,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2024,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/2024,0.12,0.19,0.04,0.09,0.07,0.08,0.1,0.13,0.09,0.05,0.02,0.05,0.02,0.07,0.03,0.02,0.03,0.02,0,0.05,0.03,0.01,0.01,0.01,0.03,0.03,0.03,0.04,0.01,0
5/3/2024,0.42,0.49,0.09,0.28,0.09,0.34,0.2,0.53,0.2,0.05,0.09,0.12,0.05,0.17,0.09,0.04,0.13,0.08,0.05,0.08,0.06,0.21,0.15,0.16,0.17,0.08,0.3,0.03,0.07,0.11
5/4/2024,0.32,0.29,0.33,0.23,0.31,0.27,0.35,0.38,0.35,0.24,0.16,0.23,0.21,0.28,0.23,0.24,0.17,0.2,0.06,0.35,0.09,0.04,0.04,0.05,0.15,0.07,0.21,0.11,0.03,0
5/5/2024,0.78,0.69,0.85,0.76,0.75,0.61,0.56,0.76,0.62,0.51,0.71,0.74,0.63,0.8,0.69,0.59,0.77,0.79,0.85,0.81,0.51,0.76,0.68,0.83,0.79,0.56,0.84,0.59,0.43,0.56
5/6/2024,0.34,0.39,0.02,0.17,0,0.12,0.02,0.26,0.07,0.02,0.06,0.09,0.08,0.14,0.08,0.04,0.23,0.06,0.06,0.03,0.13,0.41,0.28,0.2,0.16,0.13,0.16,0.07,0.14,0.48
5/7/2024,0.5,0.58,0.01,0.15,0,0.07,0,0.22,0.04,0,0.09,0.15,0.04,0.18,0.05,0.01,0.12,0.02,0,0.02,0.04,0.02,0.02,0.03,0.07,0.01,0.18,0,0.01,0
5/8/2024,0.06,0.01,0.01,0.02,0.01,0.04,0.03,0.04,0.02,0,0,0.01,0,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0
5/9/2024,0.04,0.09,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0.07,0,0,0
5/10/2024,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0
5/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,0.06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0.05
5/19/2024,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/2024,0.06,0.09,0.01,0.02,0.01,0.03,0.04,0.06,0.05,0.02,0.07,0.08,0.03,0.04,0.03,0,0.03,0.01,0,0.03,0,0,0,0,0.01,0,0.01,0,0,0
5/23/2024,0.08,0.1,0,0.07,0,0.03,0,0.09,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0
5/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2024,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/2024,0.61,0.52,0.05,0.17,0.04,0.1,0.05,0.15,0.08,0.04,0.12,0.29,0.08,0.3,0.16,0.05,0.13,0.07,0.01,0.05,0.05,0.06,0.05,0.03,0.06,0.04,0.06,0.03,0,0
6/4/2024,0.54,0.76,0,0.26,0,0.1,0,0.18,0.07,0,0.08,0.17,0.03,0.2,0.08,0,0.1,0.01,0,0,0.05,0.15,0.09,0.05,0.06,0.04,0.07,0,0.03,0.02
6/5/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,0,0,0,0,0,0,0,0,0.01,0.03,0.02,0,0.06,0,0.01,0,0.06,0,0,0,0.04,0,0,0,0,0,0.01,0.02,0,0
6/10/2024,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01,0.03,0.03,0.01,0.1,0,0.03,0.02,0.02,0.1,0.06,0.05,0,0.03,0.02,0.01
6/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2024,0.02,0.08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.03,0,0,0,0,0
6/16/2024,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/2024,0.09,0.1,0,0.07,0,0.06,0.02,0.05,0.02,0,0,0.02,0,0.03,0.01,0,0.02,0,0,0,0,0.04,0.02,0,0,0,0,0,0,0
6/18/2024,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
6/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2024,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/4/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
7/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2024,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.06,0.01,0.02,0,0.09,0,0,0,0.06,0.09,0.08,0.01,0,0.04,0,0,0.09,0.04
7/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.02,0,0,0,0,0
7/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2024,0,0,0.02,0,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0.01,0.01,0,0.02,0,0,0,0,0.01,0,0.05,0.01,0,0
7/22/2024,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.01,0
7/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0,0
8/4/2024,0.01,0,0,0,0.01,0,0,0,0,0.02,0.02,0.03,0.04,0.02,0.03,0.03,0.04,0.01,0,0,0.06,0.13,0.09,0,0,0.01,0,0,0.06,0
8/5/2024,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0
8/9/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2024,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
8/14/2024,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2024,0.09,0.21,0.1,0.04,0.09,0.02,0.06,0.03,0.07,0.11,0.21,0.16,0.29,0.09,0.2,0.32,0.26,0.14,0.19,0.14,0.15,0.14,0.12,0.16,0.15,0.07,0.13,0.12,0.05,0.04
8/16/2024,0,0,0,0,0,0,0,0,0,0,0.07,0.05,0.03,0.01,0.02,0.03,0.02,0.01,0.06,0,0,0.04,0.02,0.05,0.03,0,0,0,0,0
8/17/2024,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.04,0.01,0,0
8/18/2024,0.08,0.04,0.06,0.11,0.07,0.15,0.09,0.15,0.09,0.05,0.11,0.09,0.04,0.09,0.04,0,0.01,0.03,0.06,0.05,0,0,0,0.06,0.06,0.02,0.04,0.04,0,0
8/19/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
8/23/2024,0.25,0.17,0.18,0.19,0.17,0.24,0.19,0.25,0.23,0.18,0.18,0.2,0.15,0.23,0.14,0.02,0.05,0.09,0.02,0.17,0.02,0,0,0.03,0.08,0.06,0.19,0.1,0.02,0
8/24/2024,0.67,0.71,0.41,0.53,0.39,0.54,0.34,0.51,0.32,0.27,0.4,0.41,0.38,0.48,0.38,0.31,0.31,0.32,0.21,0.45,0.15,0.18,0.15,0.2,0.25,0.18,0.25,0.2,0.11,0.08
8/25/2024,0.11,0.11,0.06,0.11,0.04,0.1,0.02,0.07,0.04,0.08,0.06,0.06,0.06,0.08,0.07,0,0.06,0.09,0.08,0.04,0.07,0.18,0.12,0.11,0.09,0.08,0.17,0.08,0.12,0.11
8/26/2024,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0
8/27/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2024,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2024,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
